4,-3.698460541421859,40.46049512663074,16944.084312699735,555.6110962869019,0.6897411656323075,small
6,-3.6991855718091764,40.45973473445249,13931.811891191639,527.2503870623898,0.6297724404333419,small
7,-3.698746065535534,40.457815937251105,10532.404571633786,428.76708992623304,0.7199370259651999,small
4,-3.7006967335240186,40.45838452490365,33421.89611541852,794.2101229853793,0.6658403538862652,large
4,-3.7022008131250397,40.456203469224405,26458.08373861015,651.9461244992103,0.7822486722340786,small
5,-3.7001144407969235,40.45590368962393,11364.911816067994,445.27831788865024,0.7202990425879386,small
6,-3.7026879176786607,40.45496708296587,11678.834440346807,543.2563424180206,0.4972785830059954,small
2,-3.7030401641878643,40.45267410915056,19050.311809286475,554.2387517759878,0.7793242255981088,small
1,-3.7011347808878226,40.45266749937557,23239.570176633773,609.0139517611739,0.787378354489316,small
5,-3.703187773727714,40.45166803754236,8730.797393642366,403.2298983650253,0.6747739707816489,small
4,-3.7034175603796196,40.45042635233325,35042.414536073804,802.8921927144056,0.6831080717705339,large
1,-3.7018960417841313,40.450336616743684,34996.68418441713,816.6330654850677,0.6594514709936841,large
6,-3.700804575874255,40.44817198690686,31459.228016396984,709.0921645992653,0.7862353245754996,large
4,-3.698442628959777,40.44797804959357,40023.16313637048,830.690468226481,0.728857821733443,large
4,-3.6953789135649244,40.44786701051197,47927.101779195014,984.6313651581515,0.6212175256121939,large
4,-3.6932407654422974,40.448183430333906,22378.884875541087,639.7723952049911,0.6870641868697708,small
2,-3.6892358029133216,40.44738107734064,34032.7666372098,989.9396346676942,0.43640497662806627,large
1,-3.6904267884217483,40.448883355564725,109357.34523670003,1828.801493878062,0.4108891630289562,large
1,-3.683921062235064,40.447548893002455,36148.23767558858,845.634805502871,0.635230428863253,large
1,-3.6792704682771964,40.448387501986005,43716.303074290976,957.3586678860606,0.5993823425374499,large
6,-3.679191472466523,40.44845267717975,36925.37951199105,1040.5531565399838,0.42855472685433765,large
5,-3.680630292743301,40.4494592543624,44505.463365000905,1103.477897832059,0.45929943726349426,large
1,-3.6822952337270856,40.45017804156698,42141.531107097864,976.073294856108,0.555847060241607,large
3,-3.6814213503199644,40.45159730875091,60993.137634109706,1008.3076297347052,0.7538843576117452,large
4,-3.6787380007166557,40.451492102156955,24710.49372856319,776.3713491716128,0.5151720428820764,small
1,-3.6790594001018637,40.45378559316665,30741.262722272426,785.5260865611831,0.6260519063402128,large
1,-3.6786287135383002,40.45172165696143,35466.916654996574,840.502533070008,0.6308923264699161,large
6,-3.678981768899292,40.45415815451535,19210.153758898377,545.9873670650381,0.8097957936859426,small
4,-3.6796109170715394,40.45589468745539,20760.469435757026,762.4937520369427,0.448718995537691,small
7,-3.6798250712751863,40.456553892630915,12596.047513138503,484.0240593552547,0.6756320684713735,small
6,-3.680441347023958,40.45845811762145,46272.41408617608,901.366616887422,0.7156968122628602,large
5,-3.6819588096387355,40.458475697385346,20986.506762866862,638.6056613461574,0.6466726462121288,small
4,-3.685537780820199,40.458588065918555,43919.219010920264,831.8741476838577,0.797534018950874,large
5,-3.6829039225237037,40.458428012454334,8009.835857659578,377.5441516724023,0.7061516624670688,small
3,-3.6830824758538605,40.45757653015762,18039.358800109476,534.0922620807601,0.794691172380214,small
4,-3.688041846472783,40.45855614180654,56382.07570359111,961.8829047463162,0.7657843946642248,large
5,-3.688183336474185,40.45885082886617,36424.60818946129,851.886199489561,0.6307272393742036,large
4,-3.6906988590042302,40.458964975762534,37885.65651876107,845.8877570354241,0.6653638524784256,large
6,-3.694266033964967,40.45875606524111,58941.369595848024,1001.0587191975274,0.7391132396454957,large
4,-3.696624399946692,40.45960802072517,41692.40944039449,828.0776176747397,0.7640552528770094,large
5,-3.697495909462595,40.457899567470456,41486.4663368389,836.1521078632549,0.7456683864133553,large
5,-3.695863724321873,40.45617302961878,13975.938849963248,476.24202322747317,0.7743466550391858,small
4,-3.6945214469409695,40.456104551679246,26072.607752926648,657.7238936303758,0.757368253374625,small
1,-3.698988156742592,40.45418869755385,64063.490304337814,1190.963744052782,0.567575158217868,large
4,-3.6946897632785367,40.45477600164463,44337.262621477246,842.8285152658217,0.7843326591320601,large
6,-3.6922188927619795,40.45608997661499,53150.04584029317,1088.8832594906532,0.5633144158108441,large
8,-3.6986333232743265,40.45305014055483,28997.543488727883,1147.3324357517272,0.2768168545154979,large
4,-3.6993431139957753,40.45254442886205,61588.118953319965,1075.1706649407663,0.6695021728750526,large
1,-3.699634258454357,40.45097340186947,39119.04180777818,866.1623883895683,0.6552385339070982,large
