4,116.40139254198705,39.967133443250454,119413.8647055272,1403.452446131525,0.7618495484344026,large
5,116.4051895786971,39.967015678018804,66162.28864915669,1113.7126333218032,0.6703075198298835,small
1,116.40517205605683,39.9652307172979,113442.2563954629,1465.1518928015514,0.6640784989711646,large
8,116.40962345129445,39.96708223976815,36984.725900642574,772.0704581487571,0.7796835974291872,small
4,116.4109073655281,39.965187873000964,15099.676614314318,558.189119845062,0.6089964712929862,small
1,116.40175728628581,39.963274627834,134718.28851321898,1767.163577548868,0.5421043811529319,large
2,116.40503629173278,39.96183464313188,27888.0759496307,790.8953558193483,0.5602609661218381,small
1,116.40798106556616,39.96305136887499,108972.76383979991,1320.6167275165083,0.7851890637635964,large
1,116.40180916721101,39.960278531209866,63025.186996920966,1160.0102172287418,0.588573057567373,small
1,116.40795064978599,39.96033524493635,101531.68631400354,1277.616798859791,0.7816462277290205,large
2,116.40194663394989,39.95730459984114,77564.04248923808,1130.9235973339255,0.7620856214451487,large
3,116.40617377588526,39.95727874130231,112424.76949919388,1471.3972546008904,0.6525472850073282,large
5,116.40209719323703,39.955190542602146,134528.9706946984,1501.0261230150174,0.7503245946994104,large
4,116.40227703298297,39.951222489643456,125045.05960929394,1421.6149194646825,0.7775215890253796,large
5,116.41207096163603,39.966718768779955,132242.7789900154,1502.3234950354474,0.7363001899297471,large
1,116.41546412159832,39.9671377973569,74766.67053949833,1093.79260275484,0.7853223210584664,large
2,116.41554353705871,39.96484954811259,38005.8129158942,822.510022638603,0.7059557709446592,small
2,116.41443555436159,39.96299708688641,13926.46883002296,498.3057201785932,0.704789021313529,small
1,116.41222120845322,39.96287070103025,60255.35548675805,1079.427240592271,0.6498584485982529,small
1,116.41545097797976,39.963704756703834,92315.76170302927,1244.4571598281207,0.7490758918744758,large
1,116.41254352495069,39.960076838683406,163989.5667886138,1695.737416481886,0.7166529231260218,large
4,116.41240346426467,39.957498055236165,111940.23220777884,1499.0354848295099,0.6259969835483934,large
